ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
2774	G protein subunit alpha L(GNAL)	Homo sapiens				GO:0007165~signal transduction,GO:0007186~G-protein coupled receptor signaling pathway,GO:0007189~adenylate cyclase-activating G-protein coupled receptor signaling pathway,GO:0007190~activation of adenylate cyclase activity,GO:0007191~adenylate cyclase-activating dopamine receptor signaling pathway,GO:0007193~adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway,GO:0007608~sensory perception of smell,	GO:0005886~plasma membrane,GO:0070062~extracellular exosome,	GO:0003924~GTPase activity,GO:0004871~signal transducer activity,GO:0005525~GTP binding,GO:0031683~G-protein beta/gamma-subunit complex binding,GO:0046872~metal ion binding,	IPR000367:G-protein alpha subunit, group S,IPR001019:Guanine nucleotide binding protein (G-protein), alpha subunit,IPR011025:G protein alpha subunit, helical insertion,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	hsa04020:Calcium signaling pathway,hsa04728:Dopaminergic synapse,hsa04740:Olfactory transduction,hsa05012:Parkinson's disease,hsa05142:Chagas disease (American trypanosomiasis),hsa05146:Amoebiasis,	615073~Dystonia 25,		SM00275:SM00275,	ADP-ribosylation,Alternative splicing,Complete proteome,Disease mutation,Dystonia,GTP-binding,Isopeptide bond,Lipoprotein,Magnesium,Metal-binding,Nucleotide-binding,Palmitate,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transducer,Ubl conjugation,	chain:Guanine nucleotide-binding protein G(olf) subunit alpha,lipid moiety-binding region:N-palmitoyl glycine,lipid moiety-binding region:S-palmitoyl cysteine,modified residue,nucleotide phosphate-binding region:GTP,
29899	G-protein signaling modulator 2(GPSM2)	Homo sapiens				GO:0000132~establishment of mitotic spindle orientation,GO:0007052~mitotic spindle organization,GO:0007186~G-protein coupled receptor signaling pathway,GO:0050790~regulation of catalytic activity,GO:0051661~maintenance of centrosome location,GO:0060487~lung epithelial cell differentiation,	GO:0000922~spindle pole,GO:0005737~cytoplasm,GO:0005938~cell cortex,GO:0045177~apical part of cell,GO:0097431~mitotic spindle pole,	GO:0000166~nucleotide binding,GO:0001965~G-protein alpha-subunit binding,GO:0005092~GDP-dissociation inhibitor activity,GO:0005515~protein binding,GO:0030695~GTPase regulator activity,GO:0042802~identical protein binding,	IPR003109:GoLoco motif,IPR011990:Tetratricopeptide-like helical,IPR013026:Tetratricopeptide repeat-containing domain,IPR019734:Tetratricopeptide repeat,		604213~Chudley-McCullough syndrome,		SM00028:TPR,SM00390:GoLoco,	3D-structure,Complete proteome,Cytoplasm,Cytoskeleton,Deafness,Nucleotide-binding,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,TPR repeat,	chain:G-protein-signaling modulator 2,domain:GoLoco 1,domain:GoLoco 2,domain:GoLoco 3,domain:GoLoco 4,modified residue,repeat:TPR 1,repeat:TPR 2,repeat:TPR 3,repeat:TPR 4,repeat:TPR 5,repeat:TPR 6,repeat:TPR 7,repeat:TPR 8,sequence conflict,
2551	GA binding protein transcription factor alpha subunit(GABPA)	Homo sapiens				GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0001701~in utero embryonic development,GO:0006366~transcription from RNA polymerase II promoter,GO:0007005~mitochondrion organization,GO:0030154~cell differentiation,GO:0045653~negative regulation of megakaryocyte differentiation,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,	GO:0000790~nuclear chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0001228~transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding,GO:0003677~DNA binding,GO:0003682~chromatin binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0003713~transcription coactivator activity,GO:0005515~protein binding,GO:0043565~sequence-specific DNA binding,GO:0044212~transcription regulatory region DNA binding,GO:0046982~protein heterodimerization activity,	IPR000418:Ets domain,IPR003118:Pointed domain,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR013761:Sterile alpha motif/pointed domain,IPR016312:Transcription factor, GA-binding, alpha subunit,IPR024668:GA-binding protein alpha subunit, N-terminal,			PIRSF001703:GA-binding transcription factor,alpha subunit ,	SM00251:SAM_PNT,SM00413:ETS,	Complete proteome,DNA-binding,Nucleus,Phosphoprotein,Polymorphism,Reference proteome,Transcription,Transcription regulation,	chain:GA-binding protein alpha chain,DNA-binding region:ETS,domain:PNT,sequence conflict,sequence variant,
11010	GLI pathogenesis related 1(GLIPR1)	Homo sapiens					GO:0005576~extracellular region,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,		IPR001283:Allergen V5/Tpx-1-related,IPR002413:Ves allergen,IPR014044:CAP domain,IPR018244:Allergen V5/Tpx-1-related, conserved site,				SM00198:SCP,	3D-structure,Alternative splicing,Complete proteome,Membrane,Polymorphism,Proteomics identification,Reference proteome,Signal,Transmembrane,Transmembrane helix,	chain:Glioma pathogenesis-related protein 1,sequence conflict,sequence variant,signal peptide,transmembrane region,
51747	LUC7 like 3 pre-mRNA splicing factor(LUC7L3)	Homo sapiens				GO:0006376~mRNA splice site selection,GO:0008380~RNA splicing,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005685~U1 snRNP,GO:0016607~nuclear speck,GO:0071004~U2-type prespliceosome,	GO:0003677~DNA binding,GO:0003729~mRNA binding,GO:0005515~protein binding,GO:0044822~poly(A) RNA binding,	IPR004882:LUC7-related,					Acetylation,Alternative splicing,Coiled coil,Complete proteome,DNA-binding,Isopeptide bond,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Ubl conjugation,	chain:Luc7-like protein 3,compositionally biased region:Arg/Ser-rich,compositionally biased region:Glu-rich,modified residue,sequence conflict,splice variant,
116372	LY6/PLAUR domain containing 1(LYPD1)	Homo sapiens				GO:0001662~behavioral fear response,GO:0001775~cell activation,GO:0007271~synaptic transmission, cholinergic,GO:0035094~response to nicotine,GO:0095500~acetylcholine receptor signaling pathway,GO:1903077~negative regulation of protein localization to plasma membrane,GO:2000272~negative regulation of receptor activity,	GO:0005576~extracellular region,GO:0005886~plasma membrane,GO:0031225~anchored component of membrane,	GO:0030550~acetylcholine receptor inhibitor activity,GO:0033130~acetylcholine receptor binding,						Alternative splicing,Cell membrane,Complete proteome,Glycoprotein,GPI-anchor,Lipoprotein,Membrane,Reference proteome,Signal,	chain:Ly6/PLAUR domain-containing protein 1,domain:UPAR/Ly6,glycosylation site:N-linked (GlcNAc...),lipid moiety-binding region:GPI-anchor amidated serine,propeptide:Removed in mature form,sequence conflict,signal peptide,splice variant,
7975	MAF bZIP transcription factor K(MAFK)	Homo sapiens		h_arenrf2Pathway:Oxidative Stress Induced Gene Expression Via Nrf2,		GO:0006351~transcription, DNA-templated,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0006366~transcription from RNA polymerase II promoter,GO:0007399~nervous system development,GO:0007596~blood coagulation,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,	GO:0005634~nucleus,GO:0005654~nucleoplasm,	GO:0000976~transcription regulatory region sequence-specific DNA binding,GO:0001221~transcription cofactor binding,GO:0001228~transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,GO:0005525~GTP binding,GO:0043565~sequence-specific DNA binding,GO:0071535~RING-like zinc finger domain binding,	IPR004826:Basic leucine zipper domain, Maf-type,IPR004827:Basic-leucine zipper domain,IPR008917:Eukaryotic transcription factor, Skn-1-like, DNA-binding,IPR016491:Septin,IPR024874:Transcription factor Maf,				SM00338:BRLZ,	Coiled coil,Complete proteome,DNA-binding,GTP-binding,Nucleotide-binding,Nucleus,Phosphoprotein,Reference proteome,Repressor,Transcription,Transcription regulation,	chain:Transcription factor MafK,DNA-binding region:Basic motif,domain:Leucine-zipper,modified residue,
23101	MCF.2 cell line derived transforming sequence-like 2(MCF2L2)	Homo sapiens				GO:0035023~regulation of Rho protein signal transduction,GO:0043547~positive regulation of GTPase activity,		GO:0005089~Rho guanyl-nucleotide exchange factor activity,	IPR000219:Dbl homology (DH) domain,IPR001251:CRAL-TRIO domain,IPR001849:Pleckstrin homology domain,IPR011993:Pleckstrin homology-like domain,IPR018159:Spectrin/alpha-actinin,				SM00150:SPEC,SM00233:PH,SM00325:RhoGEF,SM00516:SEC14,	Alternative splicing,Complete proteome,Diabetes mellitus,Guanine-nucleotide releasing factor,Polymorphism,Reference proteome,	chain:Probable guanine nucleotide exchange factor MCF2L2,domain:CRAL-TRIO,domain:DH,domain:PH,repeat:Spectrin,sequence conflict,sequence variant,splice variant,
57409	MIF4G domain containing(MIF4GD)	Homo sapiens				GO:0006417~regulation of translation,	GO:0005730~nucleolus,GO:0005737~cytoplasm,	GO:0003723~RNA binding,GO:0005515~protein binding,GO:0008022~protein C-terminus binding,	IPR003890:MIF4G-like, type 3,IPR016021:MIF4-like, type 1/2/3,IPR016024:Armadillo-type fold,				SM00543:MIF4G,	Alternative splicing,Complete proteome,Cytoplasm,Nucleus,Proteomics identification,Reference proteome,Translation regulation,	chain:MIF4G domain-containing protein,domain:MIF4G,splice variant,
84864	MYC induced nuclear antigen(MINA)	Homo sapiens			Function unknown,	GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0006351~transcription, DNA-templated,GO:0018193~peptidyl-amino acid modification,GO:0042254~ribosome biogenesis,GO:0043687~post-translational protein modification,GO:0045892~negative regulation of transcription, DNA-templated,GO:0055114~oxidation-reduction process,	GO:0005634~nucleus,GO:0005667~transcription factor complex,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0001191~transcriptional repressor activity, RNA polymerase II transcription factor binding,GO:0005506~iron ion binding,GO:0016706~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors,GO:0042802~identical protein binding,	IPR003347:JmjC domain,					3D-structure,Alternative splicing,Complete proteome,Dioxygenase,Iron,Metal-binding,Nucleus,Oxidoreductase,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Ribosome biogenesis,Transcription,Transcription regulation,	chain:MYC-induced nuclear antigen,domain:JmjC,sequence conflict,sequence variant,splice variant,
26155	NOC2 like nucleolar associated transcriptional repressor(NOC2L)	Homo sapiens				GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0002903~negative regulation of B cell apoptotic process,GO:0006351~transcription, DNA-templated,GO:0006915~apoptotic process,GO:0031497~chromatin assembly,GO:0032066~nucleolus to nucleoplasm transport,GO:0034644~cellular response to UV,GO:0035067~negative regulation of histone acetylation,GO:0042273~ribosomal large subunit biogenesis,GO:1901796~regulation of signal transduction by p53 class mediator,GO:2001243~negative regulation of intrinsic apoptotic signaling pathway,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0030690~Noc1p-Noc2p complex,GO:0030691~Noc2p-Noc3p complex,	GO:0003682~chromatin binding,GO:0003714~transcription corepressor activity,GO:0005515~protein binding,GO:0031491~nucleosome binding,GO:0042393~histone binding,GO:0044822~poly(A) RNA binding,GO:0070491~repressing transcription factor binding,	IPR005343:Nucleolar complex protein 2,IPR016024:Armadillo-type fold,					Apoptosis,Complete proteome,Nucleus,Phosphoprotein,Polymorphism,Reference proteome,Repressor,Transcription,Transcription regulation,	chain:Nucleolar complex protein 2 homolog,compositionally biased region:Asp/Glu-rich (acidic),compositionally biased region:Poly-Glu,modified residue,sequence conflict,sequence variant,
8602	NOP14 nucleolar protein(NOP14)	Homo sapiens				GO:0000447~endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),GO:0000462~maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),GO:0000472~endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA),GO:0000480~endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),GO:0006364~rRNA processing,GO:0030490~maturation of SSU-rRNA,GO:0042274~ribosomal small subunit biogenesis,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005739~mitochondrion,GO:0016020~membrane,GO:0030686~90S preribosome,GO:0030692~Noc4p-Nop14p complex,GO:0032040~small-subunit processome,	GO:0019899~enzyme binding,GO:0030515~snoRNA binding,GO:0044822~poly(A) RNA binding,	IPR007276:Nucleolar protein 14,					Alternative splicing,Coiled coil,Complete proteome,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Ribosome biogenesis,rRNA processing,	chain:Nucleolar protein 14,modified residue,sequence variant,splice variant,
54623	PAF1 homolog, Paf1/RNA polymerase II complex component(PAF1)	Homo sapiens				GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0001711~endodermal cell fate commitment,GO:0006368~transcription elongation from RNA polymerase II promoter,GO:0006378~mRNA polyadenylation,GO:0010390~histone monoubiquitination,GO:0016055~Wnt signaling pathway,GO:0016570~histone modification,GO:0016584~nucleosome positioning,GO:0019827~stem cell population maintenance,GO:0031062~positive regulation of histone methylation,GO:0031442~positive regulation of mRNA 3'-end processing,GO:0032968~positive regulation of transcription elongation from RNA polymerase II promoter,GO:0033523~histone H2B ubiquitination,GO:0034504~protein localization to nucleus,GO:0045638~negative regulation of myeloid cell differentiation,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0071222~cellular response to lipopolysaccharide,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0016020~membrane,GO:0016593~Cdc73/Paf1 complex,GO:0030054~cell junction,	GO:0000993~RNA polymerase II core binding,GO:0003682~chromatin binding,GO:0005515~protein binding,	IPR007133:RNA polymerase II-associated, Paf1,					3D-structure,Alternative splicing,Coiled coil,Complete proteome,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Transcription,Transcription regulation,Tumor suppressor,Wnt signaling pathway,	chain:RNA polymerase II-associated factor 1 homolog,compositionally biased region:Glu-rich,modified residue,sequence conflict,splice variant,
11333	PDGFA associated protein 1(PDAP1)	Homo sapiens				GO:0007165~signal transduction,GO:0008283~cell proliferation,		GO:0044822~poly(A) RNA binding,	IPR019380:Casein kinase substrate, phosphoprotein PP28,					Acetylation,Complete proteome,Methylation,Phosphoprotein,Proteomics identification,Reference proteome,	chain:28 kDa heat- and acid-stable phosphoprotein,modified residue,sequence conflict,
63935	PDX1 C-terminal inhibiting factor 1(PCIF1)	Homo sapiens				GO:0010923~negative regulation of phosphatase activity,	GO:0005654~nucleoplasm,GO:0015630~microtubule cytoskeleton,GO:0045171~intercellular bridge,		IPR001202:WW domain,IPR022035:Phosphorylated CTD interacting factor 1, WW domain,				SM00456:WW,	3D-structure,Complete proteome,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,	chain:Phosphorylated CTD-interacting factor 1,compositionally biased region:Poly-Ser,domain:WW,helix,modified residue,short sequence motif:Nuclear localization signal,strand,turn,
